STATE_FIPS,CNTY_FIPS,STCOFIPS,TRACT,FIPS,STATE_NAME,STATE_ABBR,COUNTY,G1V1R,G1V2R,G1V3R,G1V4R,G2V1R,G2V2R,G2V3R,G2V4R,G3V1R,G3V2R,G4V1R,G4V2R,G4V3R,G4V4R,G4V5R,CAG1V1P,CAG1V2P,CAG1V3P,CAG1V4P,CAG1TP,CAG2V1P,CAG2V2P,CAG2V3P,CAG2V4P,CAG2TP,CAG3V1P,CAG3V2P,CAG3TP,CAG4V1P,CAG4V2P,CAG4V3P,CAG4V4P,CAG4V5P,CAG4TP,RPL_THEMES,CAG1V1F,CAG1V2F,CAG1V3F,CAG1V4F,CAG1TF,CAG2V1F,CAG2V2F,CAG2V3F,CAG2V4F,CAG2TF,CAG3V1F,CAG3V2F,CAG3TF,CAG4V1F,CAG4V2F,CAG4V3F,CAG4V4F,CAG4V5F,CAG4TF,CATF,Totpop2000,Totalhu,G1V1N,G1V2N,G1V4N,G2V1N,G2V2N,G2V3N,G2V4N,G3V1N,G3V2N,G4V1N,G4V2N,G4V3N,G4V4N,G4V5N
06,047,06047,001003,06047001003,California,CA,Merced,0.2986,0.1393,10123.0,0.3252,0.0669,0.40176879,0.24710144,0.23950447,0.75047378,0.11062801,0.23026315,0.0,0.2735,0.2302,0.0,0.8939,0.8979,0.893,0.714,0.917,0.2631,0.9744,0.8223,0.9732,0.9611,0.7326,0.6579,0.7047,0.7587,0.0,0.7756,0.9104,0.0,0.5149,0.818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4749.0,1520.0,1411.0,247.0,723.0,318.0,1908.0,1023.0,348.0,3564.0,458.0,350.0,0.0,398.0,335.0,0.0
06,047,06047,001004,06047001004,California,CA,Merced,0.2008,0.1224,17054.0,0.1747,0.1729,0.23930108,0.21595162,0.15100671,0.4426437,0.00992282,0.39390756,0.00577731,0.091,0.2136,0.04178272,0.7536,0.8551,0.6126,0.484,0.734,0.868,0.3397,0.6589,0.8106,0.8343,0.4582,0.0923,0.2712,0.8879,0.6055,0.4609,0.8962,0.8985,0.9617,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949.0,1904.0,759.0,221.0,421.0,683.0,945.0,750.0,270.0,1748.0,36.0,750.0,11.0,164.0,385.0,165.0
06,047,06047,001005,06047001005,California,CA,Merced,0.2709,0.1771,10416.0,0.315,0.0628,0.38649789,0.17142857,0.31730769,0.70295358,0.05859564,0.1635514,0.23014018,0.1732,0.0909,0.01645569,0.8614,0.9533,0.8841,0.703,0.918,0.2284,0.9502,0.3766,0.9967,0.7731,0.6926,0.4804,0.589,0.6719,0.9462,0.645,0.6292,0.7562,0.9429,0.854,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2370.0,856.0,638.0,141.0,380.0,149.0,916.0,354.0,264.0,1666.0,121.0,140.0,197.0,141.0,74.0,39.0
06,047,06047,001101,06047001101,California,CA,Merced,0.0762,0.0478,19662.0,0.1269,0.0907,0.30972022,0.19012345,0.06994818,0.39777618,0.02126044,0.10172839,0.00444444,0.047,0.0652,0.00520086,0.3648,0.3722,0.5136,0.363,0.38,0.4467,0.696,0.4942,0.3661,0.4894,0.4089,0.2235,0.3124,0.5417,0.5722,0.2689,0.4862,0.5653,0.511,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5576.0,2025.0,422.0,136.0,420.0,506.0,1727.0,1001.0,135.0,2218.0,112.0,206.0,9.0,93.0,129.0,29.0
06,047,06047,001102,06047001102,California,CA,Merced,0.0213,0.0319,29395.0,0.0536,0.1072,0.28518321,0.15231032,0.01388888,0.275624,0.01540216,0.0,0.0,0.0115,0.0132,0.0,0.047,0.1806,0.243,0.123,0.068,0.5614,0.5752,0.2719,0.0241,0.2089,0.2663,0.1596,0.1984,0.0,0.0,0.0577,0.0764,0.0,0.0062,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.0,644.0,40.0,32.0,64.0,202.0,537.0,267.0,9.0,519.0,27.0,0.0,0.0,7.0,8.0,0.0
06,047,06047,001200,06047001200,California,CA,Merced,0.1484,0.093,22583.0,0.1545,0.1482,0.27134546,0.13800592,0.09186351,0.39294426,0.0523313,0.03423607,0.0,0.095,0.0535,0.00919497,0.6288,0.7245,0.4101,0.436,0.572,0.7896,0.5061,0.1958,0.5285,0.4987,0.4049,0.4488,0.4267,0.3482,0.0,0.4739,0.4127,0.6631,0.3152,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,1957.0,787.0,229.0,538.0,790.0,1446.0,699.0,175.0,2094.0,266.0,67.0,0.0,181.0,102.0,49.0
06,047,06047,001301,06047001301,California,CA,Merced,0.3277,0.1706,10993.0,0.3086,0.1533,0.29076673,0.28584965,0.1627543,0.57505399,0.03774715,0.13691756,0.0,0.1902,0.1925,0.0523758,0.9165,0.9457,0.8636,0.695,0.922,0.8059,0.6029,0.9356,0.8471,0.987,0.5792,0.364,0.475,0.6243,0.0,0.6713,0.8734,0.9194,0.7886,0.84,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3704.0,1395.0,1143.0,240.0,620.0,568.0,1077.0,905.0,208.0,2130.0,126.0,191.0,0.0,246.0,249.0,194.0
06,047,06047,001302,06047001302,California,CA,Merced,0.3822,0.1172,9638.0,0.4675,0.0749,0.30151398,0.27545103,0.23203963,0.6410059,0.17645429,0.09596344,0.0,0.2975,0.2775,0.14293045,0.9542,0.8356,0.9088,0.846,0.946,0.3223,0.657,0.9128,0.9674,0.9124,0.6405,0.7887,0.7235,0.5287,0.0,0.7997,0.9394,0.969,0.8349,0.917,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,3897.0,1313.0,1287.0,158.0,1038.0,292.0,1175.0,855.0,281.0,2498.0,637.0,126.0,0.0,357.0,333.0,557.0
06,047,06047,001401,06047001401,California,CA,Merced,0.2863,0.1358,11678.0,0.3027,0.0995,0.32611832,0.25878003,0.17578659,0.58537758,0.07895431,0.1036941,0.0051847,0.1367,0.1498,0.01659451,0.8815,0.8896,0.8376,0.688,0.892,0.5105,0.7631,0.8642,0.8825,0.9592,0.5874,0.5627,0.5768,0.5472,0.5933,0.5768,0.8081,0.7579,0.8498,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158.0,1543.0,1185.0,238.0,704.0,414.0,1356.0,980.0,257.0,2434.0,299.0,160.0,8.0,198.0,217.0,69.0
06,047,06047,001402,06047001402,California,CA,Merced,0.2327,0.1166,17664.0,0.1872,0.0983,0.33360773,0.18376824,0.13498098,0.48549084,0.05727554,0.11810551,0.00719424,0.1524,0.109,0.0,0.8103,0.8341,0.5864,0.508,0.745,0.5007,0.7947,0.4515,0.7529,0.7468,0.5013,0.474,0.4902,0.58,0.6316,0.6079,0.6972,0.0,0.5496,0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.0,1668.0,1124.0,243.0,515.0,478.0,1621.0,831.0,213.0,2359.0,259.0,197.0,12.0,242.0,173.0,0.0
06,047,06047,001501,06047001501,California,CA,Merced,0.1949,0.0955,11795.0,0.3822,0.0531,0.41670388,0.22718253,0.15358361,0.73246985,0.15228174,0.0,0.01138519,0.2694,0.0664,0.0,0.7417,0.7385,0.8325,0.775,0.839,0.1597,0.9876,0.728,0.8184,0.842,0.7161,0.7475,0.7431,0.0,0.6781,0.7717,0.4932,0.0,0.3309,0.719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2239.0,527.0,435.0,81.0,430.0,119.0,933.0,458.0,90.0,1640.0,307.0,0.0,6.0,142.0,35.0,0.0
06,047,06047,001502,06047001502,California,CA,Merced,0.424,0.2324,7386.0,0.5293,0.0722,0.38817567,0.3012318,0.18681318,0.95337837,0.28107502,0.05052878,0.00587544,0.4535,0.3082,0.03108108,0.9722,0.9825,0.9772,0.884,0.989,0.3022,0.9525,0.9594,0.9064,0.9768,0.9189,0.9134,0.9334,0.4071,0.6072,0.9134,0.9555,0.8649,0.9614,0.999,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,2960.0,851.0,1251.0,248.0,767.0,214.0,1149.0,807.0,136.0,2822.0,753.0,43.0,5.0,356.0,242.0,92.0
06,047,06047,001503,06047001503,California,CA,Merced,0.479,0.2435,5850.0,0.6911,0.0762,0.42756539,0.24370683,0.23608768,0.93581488,0.26397861,0.1355102,0.0,0.4251,0.2206,0.01488933,0.9859,0.986,0.9965,0.971,0.999,0.3329,0.9927,0.8062,0.9704,0.9744,0.8943,0.8973,0.9081,0.6211,0.0,0.8935,0.9034,0.739,0.812,0.984,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4970.0,1225.0,2368.0,319.0,1542.0,379.0,2125.0,1094.0,280.0,4651.0,1185.0,166.0,0.0,503.0,261.0,74.0
06,047,06047,001601,06047001601,California,CA,Merced,0.5254,0.2679,8446.0,0.7272,0.0488,0.42155659,0.28321289,0.23515715,0.95580653,0.42535056,0.12095032,0.00647948,0.6323,0.3325,0.03486373,0.992,0.991,0.9486,0.983,0.997,0.1337,0.9901,0.931,0.9694,0.9599,0.9223,0.9864,0.9717,0.586,0.6184,0.9873,0.965,0.8798,0.9886,0.999,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,4073.0,926.0,2094.0,391.0,1208.0,199.0,1717.0,1019.0,202.0,3893.0,1547.0,112.0,6.0,540.0,284.0,142.0
06,047,06047,001602,06047001602,California,CA,Merced,0.4917,0.1877,6645.0,0.5713,0.0563,0.44576976,0.22357343,0.21561338,0.88904299,0.22419706,0.04713804,0.02918069,0.397,0.1898,0.01248266,0.9884,0.9616,0.9907,0.91,0.992,0.1812,0.9972,0.7081,0.9525,0.9044,0.8447,0.8538,0.8588,0.3933,0.736,0.8776,0.8706,0.713,0.9319,0.983,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3605.0,891.0,1765.0,218.0,913.0,203.0,1607.0,717.0,174.0,3205.0,719.0,42.0,26.0,322.0,154.0,45.0
06,047,06047,001700,06047001700,California,CA,Merced,0.2293,0.1253,12184.0,0.2727,0.1088,0.35896889,0.21712538,0.14154411,0.52790796,0.06821924,0.05111633,0.25910693,0.1353,0.0914,0.00191734,0.8046,0.8629,0.8191,0.646,0.849,0.5721,0.8831,0.6651,0.7782,0.925,0.5415,0.5181,0.5314,0.4085,0.9567,0.5741,0.6305,0.4085,0.7478,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4694.0,1702.0,1074.0,234.0,725.0,511.0,1685.0,923.0,231.0,2478.0,290.0,87.0,441.0,213.0,144.0,9.0
06,047,06047,001801,06047001801,California,CA,Merced,0.0341,0.0484,22549.0,0.1436,0.0725,0.29411764,0.1159618,0.05613305,0.4048811,0.04048582,0.0,0.0,0.0825,0.0262,0.01001251,0.1182,0.3788,0.4117,0.409,0.281,0.3041,0.6193,0.1067,0.2584,0.1441,0.4166,0.3812,0.3981,0.0,0.0,0.4298,0.1872,0.677,0.1478,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,543.0,54.0,37.0,147.0,116.0,470.0,170.0,27.0,647.0,60.0,0.0,0.0,44.0,14.0,16.0
06,047,06047,001802,06047001802,California,CA,Merced,0.3182,0.1181,12021.0,0.3877,0.1279,0.32567678,0.16811091,0.03977272,0.6759639,0.13171577,0.03856041,0.07712082,0.2048,0.035,0.0,0.9098,0.839,0.8252,0.779,0.907,0.6885,0.7607,0.3582,0.1346,0.4562,0.6734,0.7056,0.7002,0.3634,0.8173,0.6935,0.2675,0.0,0.3974,0.636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1219.0,389.0,388.0,52.0,273.0,156.0,397.0,194.0,14.0,824.0,152.0,15.0,30.0,76.0,13.0,0.0
06,047,06047,001901,06047001901,California,CA,Merced,0.3193,0.2586,10413.0,0.6616,0.08,0.37956906,0.18047023,0.07667731,0.88572527,0.32016895,0.0121396,0.03262518,0.4497,0.118,0.04597922,0.9111,0.9894,0.8843,0.955,0.98,0.3594,0.9354,0.4329,0.4184,0.563,0.8413,0.9432,0.905,0.2523,0.7445,0.9104,0.7282,0.9074,0.9222,0.903,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,5198.0,1318.0,1616.0,480.0,1725.0,416.0,1973.0,852.0,96.0,4604.0,1516.0,16.0,43.0,564.0,148.0,239.0
06,047,06047,001902,06047001902,California,CA,Merced,0.2207,0.1658,13647.0,0.4851,0.0977,0.3724907,0.20682565,0.07066666,0.68847583,0.20483408,0.00492004,0.04551045,0.2222,0.0952,0.01152416,0.7907,0.9381,0.7554,0.858,0.904,0.4959,0.9186,0.6022,0.3724,0.6852,0.6814,0.8291,0.7673,0.1941,0.7675,0.7164,0.6461,0.7002,0.7653,0.826,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2690.0,813.0,586.0,165.0,688.0,263.0,1002.0,503.0,53.0,1852.0,500.0,4.0,37.0,168.0,72.0,31.0
06,047,06047,002000,06047002000,California,CA,Merced,0.1807,0.0781,16622.0,0.3953,0.1443,0.31113902,0.23095636,0.08239095,0.41373534,0.14702752,0.02111716,0.17132152,0.1489,0.109,0.00348967,0.7093,0.6321,0.63,0.786,0.75,0.7717,0.703,0.7474,0.4595,0.8368,0.4244,0.7361,0.5815,0.2949,0.9151,0.5994,0.6972,0.4985,0.7579,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7164.0,2936.0,1291.0,230.0,1703.0,1034.0,2229.0,1519.0,204.0,2964.0,967.0,62.0,503.0,366.0,268.0,25.0
06,047,06047,002100,06047002100,California,CA,Merced,0.2297,0.169,16505.0,0.4598,0.1214,0.31801848,0.21620111,0.04538087,0.60472279,0.19419642,0.00440251,0.3490566,0.222,0.0261,0.01745379,0.8056,0.9438,0.6347,0.842,0.873,0.6503,0.7296,0.6611,0.1748,0.5981,0.6036,0.8144,0.7185,0.1869,0.9765,0.7159,0.186,0.7691,0.6842,0.755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3896.0,1590.0,884.0,308.0,1053.0,473.0,1239.0,774.0,56.0,2356.0,696.0,7.0,555.0,272.0,32.0,68.0
06,047,06047,002201,06047002201,California,CA,Merced,0.2503,0.1728,9831.0,0.4763,0.1179,0.34412828,0.2109458,0.19408224,0.71796887,0.19365023,0.15554488,0.0,0.286,0.2243,0.00864643,0.8348,0.9488,0.9032,0.852,0.945,0.6295,0.8314,0.6285,0.9198,0.956,0.7058,0.8135,0.7719,0.657,0.0,0.7887,0.9063,0.6523,0.7574,0.921,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6361.0,2083.0,1571.0,422.0,1638.0,750.0,2189.0,1191.0,387.0,4567.0,1104.0,324.0,0.0,565.0,443.0,55.0
06,047,06047,002202,06047002202,California,CA,Merced,0.0702,0.1302,15616.0,0.3069,0.073,0.3743466,0.21554252,0.09402546,0.63945851,0.10175953,0.0,0.0227596,0.1521,0.0436,0.00241254,0.3357,0.8769,0.6735,0.693,0.693,0.3083,0.9226,0.6558,0.5408,0.7091,0.6392,0.6355,0.641,0.0,0.7222,0.6068,0.3395,0.4406,0.3853,0.627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7461.0,2109.0,522.0,400.0,1253.0,545.0,2793.0,1470.0,192.0,4771.0,694.0,0.0,48.0,310.0,89.0,18.0
06,047,06047,002301,06047002301,California,CA,Merced,0.0356,0.0952,21295.0,0.1747,0.1249,0.29596791,0.14679107,0.06679151,0.34937724,0.0241238,0.00422195,0.01628468,0.0349,0.0286,0.00211104,0.1277,0.737,0.4529,0.484,0.444,0.6705,0.6292,0.2426,0.3434,0.4272,0.3574,0.2552,0.3009,0.185,0.7004,0.1994,0.2093,0.4204,0.2574,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.0,1658.0,168.0,204.0,539.0,592.0,1402.0,645.0,107.0,1655.0,106.0,7.0,27.0,56.0,46.0,10.0
06,047,06047,002302,06047002302,California,CA,Merced,0.1149,0.1373,16514.0,0.2643,0.0775,0.36573837,0.22763042,0.12079646,0.61394992,0.09080459,0.05571725,0.09896049,0.1756,0.0576,0.01251916,0.5279,0.8929,0.6344,0.633,0.728,0.3417,0.9022,0.7299,0.6925,0.8302,0.6146,0.6019,0.6106,0.4233,0.846,0.649,0.4382,0.7135,0.783,0.776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7828.0,2405.0,883.0,451.0,1145.0,607.0,2863.0,1562.0,273.0,4806.0,632.0,134.0,238.0,399.0,131.0,98.0
06,047,06047,002400,06047002400,California,CA,Merced,0.2743,0.1725,12727.0,0.4776,0.1019,0.35330729,0.23027461,0.13755546,0.63497681,0.12349799,0.04137931,0.06091954,0.1867,0.0818,0.00305101,0.8663,0.9485,0.7969,0.853,0.93,0.5273,0.8646,0.7435,0.7641,0.9253,0.6356,0.6919,0.6696,0.3731,0.7953,0.6662,0.5859,0.4749,0.713,0.859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8194.0,2610.0,2230.0,497.0,2169.0,835.0,2895.0,1719.0,341.0,5203.0,925.0,108.0,159.0,461.0,202.0,25.0
06,049,06049,000100,06049000100,California,CA,Modoc,0.2411,0.1554,18826.0,0.2064,0.1665,0.27467199,0.30106183,0.12849162,0.20308043,0.02254722,0.06781677,0.14158239,0.0715,0.1055,0.02281802,0.8231,0.9239,0.5425,0.542,0.771,0.8493,0.5222,0.9589,0.7265,0.9658,0.1583,0.2386,0.1836,0.4545,0.8915,0.3904,0.6851,0.8143,0.8345,0.719,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3506.0,1681.0,822.0,232.0,472.0,584.0,963.0,964.0,184.0,712.0,74.0,114.0,238.0,103.0,152.0,80.0
06,049,06049,000200,06049000200,California,CA,Modoc,0.2326,0.1111,14448.0,0.2725,0.2203,0.26427488,0.25067677,0.05498721,0.19454269,0.03898213,0.0,0.22883064,0.0606,0.0909,0.00303183,0.81,0.8129,0.7224,0.645,0.817,0.9496,0.471,0.8349,0.2484,0.7485,0.1466,0.3728,0.2554,0.0,0.9454,0.3425,0.6292,0.4739,0.495,0.598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1979.0,992.0,455.0,90.0,357.0,436.0,523.0,463.0,43.0,385.0,72.0,0.0,227.0,46.0,69.0,6.0
06,049,06049,000300,06049000300,California,CA,Modoc,0.1695,0.0971,16483.0,0.2485,0.1164,0.24408561,0.29356293,0.04127966,0.18663161,0.01011279,0.0,0.38905109,0.0425,0.0296,0.11340593,0.6835,0.7479,0.6357,0.609,0.725,0.6208,0.3641,0.9476,0.1457,0.5287,0.1339,0.0948,0.0935,0.0,0.9836,0.2437,0.2186,0.9621,0.5006,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2663.0,1370.0,424.0,118.0,477.0,310.0,650.0,716.0,40.0,497.0,26.0,0.0,533.0,43.0,30.0,302.0
06,049,06049,000400,06049000400,California,CA,Modoc,0.2045,0.0867,19088.0,0.1865,0.2321,0.21906225,0.21857025,0.06689536,0.18985395,0.02096774,0.0091623,0.14528795,0.0313,0.0609,0.0176787,0.7619,0.6879,0.533,0.507,0.666,0.9576,0.2444,0.6747,0.3439,0.6002,0.1388,0.221,0.1634,0.2331,0.8946,0.1765,0.4579,0.7712,0.5573,0.507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1301.0,764.0,261.0,53.0,177.0,302.0,285.0,266.0,39.0,247.0,26.0,7.0,111.0,18.0,35.0,23.0
06,051,06051,000100,06051000100,California,CA,Mono,0.0779,0.0633,22062.0,0.1094,0.1121,0.23389477,0.16913604,0.06549657,0.18961625,0.01818181,0.00633078,0.17805328,0.0538,0.0508,0.02448341,0.3737,0.5192,0.43,0.316,0.39,0.5917,0.313,0.3634,0.332,0.2941,0.1385,0.1926,0.1471,0.2078,0.9192,0.304,0.3917,0.8261,0.6051,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5759.0,3791.0,438.0,192.0,439.0,646.0,1347.0,879.0,153.0,1092.0,98.0,24.0,675.0,125.0,118.0,141.0
06,051,06051,000200,06051000200,California,CA,Mono,0.144,0.0543,24526.0,0.1301,0.0415,0.21877643,0.11403771,0.07605235,0.27628982,0.07753093,0.24717549,0.02297263,0.1069,0.0518,0.03073019,0.6162,0.4388,0.3531,0.371,0.438,0.0877,0.2434,0.1003,0.4133,0.0351,0.267,0.5563,0.4115,0.7781,0.7228,0.5039,0.3992,0.8626,0.8452,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094.0,7966.0,1018.0,248.0,607.0,295.0,1552.0,762.0,215.0,1960.0,520.0,1969.0,183.0,301.0,146.0,218.0
06,053,06053,000101,06053000101,California,CA,Monterey,0.0853,0.0254,20310.0,0.3398,0.095,0.26791277,0.27811975,0.06702898,0.53946002,0.14269725,0.01754385,0.0,0.1773,0.0487,0.0,0.4073,0.113,0.4906,0.73,0.423,0.4757,0.4901,0.9198,0.3452,0.6052,0.5511,0.7294,0.6433,0.2793,0.0,0.6527,0.3765,0.0,0.1498,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1926.0,513.0,160.0,22.0,432.0,183.0,516.0,497.0,37.0,1039.0,255.0,9.0,0.0,91.0,25.0,0.0
06,053,06053,000102,06053000102,California,CA,Monterey,0.0558,0.0869,16580.0,0.3373,0.083,0.31413261,0.20017457,0.07317073,0.77977227,0.16664245,0.04385489,0.0,0.2686,0.0283,0.00133958,0.2488,0.6892,0.6316,0.727,0.606,0.382,0.7134,0.556,0.3911,0.5107,0.758,0.7724,0.7769,0.3818,0.0,0.7701,0.2062,0.3665,0.2601,0.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7465.0,1847.0,415.0,288.0,1416.0,620.0,2345.0,1376.0,138.0,5821.0,1147.0,81.0,0.0,493.0,52.0,10.0
06,053,06053,000103,06053000103,California,CA,Monterey,0.0694,0.1048,17793.0,0.2887,0.0755,0.34185303,0.27053915,0.10099188,0.75747894,0.13960205,0.46101694,0.0,0.2102,0.0942,0.0,0.3304,0.7877,0.5814,0.667,0.628,0.3272,0.8224,0.9031,0.587,0.8149,0.7384,0.7248,0.7429,0.9195,0.0,0.701,0.6429,0.0,0.4454,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3443.0,1475.0,239.0,164.0,563.0,260.0,1177.0,843.0,112.0,2608.0,435.0,680.0,0.0,241.0,108.0,0.0
06,053,06053,000104,06053000104,California,CA,Monterey,0.114,0.0308,19343.0,0.2078,0.0888,0.35839439,0.21875,0.0798122,0.60019114,0.07866379,0.0,0.0,0.1368,0.0333,0.00796431,0.5249,0.1702,0.5241,0.545,0.432,0.4311,0.8811,0.676,0.4398,0.7098,0.5992,0.5614,0.5818,0.0,0.0,0.5771,0.2508,0.6393,0.1866,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139.0,935.0,357.0,42.0,392.0,279.0,1125.0,609.0,68.0,1884.0,219.0,0.0,0.0,123.0,30.0,25.0
06,053,06053,000200,06053000200,California,CA,Monterey,0.1505,0.1188,13708.0,0.3974,0.0986,0.32895117,0.22876647,0.10864618,0.75310603,0.18876012,0.1613082,0.00277161,0.2878,0.0464,0.00447847,0.6342,0.841,0.7527,0.789,0.822,0.5033,0.7761,0.7364,0.6322,0.8196,0.7348,0.8068,0.7822,0.6682,0.5171,0.7906,0.36,0.5384,0.703,0.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922.0,1804.0,1031.0,336.0,1510.0,683.0,2277.0,1441.0,191.0,5213.0,1189.0,291.0,5.0,508.0,82.0,31.0
