STATE_FIPS,CNTY_FIPS,STCOFIPS,TRACT,FIPS,STATE_NAME,STATE_ABBR,COUNTY,G1V1R,G1V2R,G1V3R,G1V4R,G2V1R,G2V2R,G2V3R,G2V4R,G3V1R,G3V2R,G4V1R,G4V2R,G4V3R,G4V4R,G4V5R,CAG1V1P,CAG1V2P,CAG1V3P,CAG1V4P,CAG1TP,CAG2V1P,CAG2V2P,CAG2V3P,CAG2V4P,CAG2TP,CAG3V1P,CAG3V2P,CAG3TP,CAG4V1P,CAG4V2P,CAG4V3P,CAG4V4P,CAG4V5P,CAG4TP,RPL_THEMES,CAG1V1F,CAG1V2F,CAG1V3F,CAG1V4F,CAG1TF,CAG2V1F,CAG2V2F,CAG2V3F,CAG2V4F,CAG2TF,CAG3V1F,CAG3V2F,CAG3TF,CAG4V1F,CAG4V2F,CAG4V3F,CAG4V4F,CAG4V5F,CAG4TF,CATF,Totpop2000,Totalhu,G1V1N,G1V2N,G1V4N,G2V1N,G2V2N,G2V3N,G2V4N,G3V1N,G3V2N,G4V1N,G4V2N,G4V3N,G4V4N,G4V5N
06,001,06001,400100,06001400100,California,CA,Alameda,0.0292,0.0099,75970.0,0.3689,0.1765,0.14326298,0.08554319,0.01374885,0.23538961,0.00513259,0.0,0.0,0.0026,0.0215,0.0,0.0877,0.0173,0.011,0.761,0.138,0.8767,0.0797,0.0291,0.0237,0.0581,0.2069,0.0416,0.1034,0.0,0.0,0.0226,0.1452,0.0,0.0083,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464.0,1151.0,72.0,15.0,48.0,435.0,353.0,200.0,15.0,580.0,12.0,0.0,0.0,3.0,24.0,0.0
06,001,06001,400200,06001400200,California,CA,Alameda,0.0684,0.0496,52223.0,0.2912,0.1111,0.11934156,0.0938992,0.02510917,0.20010288,0.01485411,0.11345939,0.0,0.01,0.093,0.02880658,0.3248,0.3913,0.0448,0.673,0.32,0.5859,0.0574,0.0457,0.0579,0.027,0.1545,0.153,0.1339,0.5685,0.0,0.0504,0.639,0.8533,0.3859,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.0,899.0,133.0,65.0,26.0,216.0,232.0,177.0,23.0,389.0,28.0,102.0,0.0,9.0,83.0,56.0
06,001,06001,400300,06001400300,California,CA,Alameda,0.0949,0.0377,38891.0,0.4481,0.0902,0.13448134,0.14282565,0.05,0.3208282,0.01649802,0.1908843,0.00545383,0.028,0.1322,0.00840508,0.449,0.2487,0.1112,0.832,0.39,0.4432,0.0714,0.2214,0.2086,0.0461,0.3211,0.1732,0.2398,0.711,0.598,0.1538,0.7695,0.6469,0.7054,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4878.0,2567.0,463.0,129.0,172.0,440.0,656.0,648.0,125.0,1565.0,75.0,490.0,14.0,70.0,330.0,41.0
06,001,06001,400400,06001400400,California,CA,Alameda,0.0945,0.0455,37107.0,0.3255,0.0849,0.1270839,0.14541257,0.05370985,0.36376059,0.01182919,0.12925531,0.0,0.0305,0.1247,0.00683246,0.4473,0.3438,0.128,0.715,0.388,0.3991,0.0635,0.2348,0.2382,0.0446,0.3741,0.1186,0.238,0.6055,0.0,0.1708,0.7492,0.6112,0.3953,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.0,1880.0,346.0,112.0,154.0,311.0,465.0,504.0,97.0,1331.0,41.0,243.0,0.0,55.0,225.0,25.0
06,001,06001,400500,06001400500,California,CA,Alameda,0.1411,0.0541,24084.0,0.3742,0.0957,0.16983894,0.1703567,0.08046722,0.63016105,0.01660516,0.17988757,0.0,0.0683,0.1541,0.00556368,0.6076,0.4365,0.3661,0.766,0.566,0.4821,0.1158,0.3695,0.4457,0.1987,0.6307,0.1744,0.4018,0.6969,0.0,0.3752,0.8171,0.5752,0.5265,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415.0,1601.0,476.0,113.0,254.0,327.0,580.0,554.0,124.0,2152.0,54.0,288.0,0.0,105.0,237.0,19.0
06,001,06001,400600,06001400600,California,CA,Alameda,0.1462,0.0523,23531.0,0.2326,0.1468,0.17097532,0.23220747,0.13085399,0.75910693,0.00540865,0.08683853,0.0,0.0584,0.1754,0.0,0.6224,0.4176,0.3801,0.585,0.507,0.7833,0.1184,0.7528,0.735,0.6854,0.7401,0.0442,0.3901,0.5047,0.0,0.3319,0.851,0.0,0.249,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.0,737.0,247.0,49.0,286.0,250.0,291.0,385.0,95.0,1292.0,9.0,64.0,0.0,42.0,126.0,0.0
06,001,06001,400700,06001400700,California,CA,Alameda,0.2388,0.0687,16551.0,0.3495,0.1469,0.21995057,0.25465393,0.13522537,0.82116378,0.0274463,0.07101525,0.0,0.0672,0.2306,0.01617614,0.8199,0.5626,0.6323,0.74,0.75,0.7839,0.2481,0.8514,0.7547,0.8143,0.7891,0.2871,0.5383,0.4649,0.0,0.3704,0.911,0.7536,0.5415,0.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4451.0,1901.0,1054.0,153.0,692.0,654.0,979.0,1067.0,243.0,3655.0,115.0,135.0,0.0,121.0,415.0,72.0
06,013,06013,302002,06013302002,California,CA,Contra Costa,0.0755,0.0456,19087.0,0.4373,0.073,0.33215339,0.17471353,0.0990712,0.40495575,0.06443729,0.0049261,0.04660856,0.086,0.0644,0.00778761,0.362,0.3452,0.5331,0.823,0.525,0.3083,0.7886,0.3987,0.5745,0.525,0.4169,0.5046,0.4616,0.1943,0.7702,0.4429,0.4817,0.6336,0.5523,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8475.0,2639.0,636.0,185.0,1006.0,619.0,2815.0,1357.0,256.0,3432.0,501.0,13.0,123.0,223.0,167.0,66.0
06,013,06013,302003,06013302003,California,CA,Contra Costa,0.0421,0.0303,21707.0,0.1355,0.0565,0.35206724,0.15866053,0.06110236,0.36926986,0.02642559,0.02598622,0.06825297,0.0563,0.0414,0.00068419,0.1663,0.164,0.4399,0.387,0.228,0.1828,0.8601,0.305,0.3,0.3159,0.3792,0.2777,0.326,0.3162,0.8036,0.3192,0.324,0.3165,0.3745,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10231.0,3194.0,431.0,154.0,763.0,579.0,3602.0,1483.0,194.0,3778.0,247.0,83.0,218.0,178.0,131.0,7.0
06,013,06013,302004,06013302004,California,CA,Contra Costa,0.0413,0.0247,24818.0,0.396,0.0283,0.35934348,0.11363864,0.0690943,0.39345314,0.03878144,0.0,0.00953259,0.0574,0.0231,0.0,0.1621,0.1056,0.3463,0.787,0.31,0.0342,0.8845,0.099,0.3607,0.1826,0.4059,0.3708,0.3866,0.0,0.6608,0.3262,0.1576,0.0,0.1198,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10906.0,3252.0,447.0,131.0,716.0,309.0,3919.0,1134.0,222.0,4291.0,387.0,0.0,31.0,184.0,74.0,0.0
06,013,06013,303100,06013303100,California,CA,Contra Costa,0.1038,0.0557,18058.0,0.3584,0.0736,0.33289268,0.14642572,0.11810064,0.56159115,0.1394269,0.13506085,0.04986258,0.2057,0.0605,0.0021632,0.4864,0.4534,0.5711,0.749,0.596,0.3115,0.7923,0.2402,0.6815,0.5016,0.5691,0.724,0.6506,0.62,0.7783,0.6946,0.4555,0.4238,0.7449,0.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8321.0,2547.0,862.0,181.0,1473.0,613.0,2770.0,1102.0,291.0,4673.0,1051.0,344.0,127.0,506.0,149.0,18.0
06,013,06013,303200,06013303200,California,CA,Contra Costa,0.0423,0.038,26961.0,0.5,0.0936,0.32751758,0.15948209,0.07022708,0.32728619,0.02351732,0.01135442,0.04136253,0.0446,0.0302,0.0008793,0.1673,0.2518,0.2942,0.868,0.369,0.4649,0.7697,0.3095,0.3683,0.4409,0.3285,0.2484,0.2841,0.248,0.7604,0.2568,0.2237,0.33,0.2871,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21608.0,7398.0,912.0,373.0,1443.0,2024.0,7077.0,3104.0,501.0,7072.0,458.0,84.0,306.0,319.0,216.0,19.0
06,013,06013,304000,06013304000,California,CA,Contra Costa,0.0537,0.0313,38129.0,0.4414,0.0874,0.25960301,0.14700616,0.05030333,0.21926116,0.04699842,0.0,0.04593639,0.0267,0.0128,0.02233045,0.2365,0.1754,0.1182,0.826,0.293,0.4204,0.4459,0.2439,0.2113,0.1577,0.1802,0.4217,0.2955,0.0,0.7687,0.1464,0.0726,0.8109,0.2817,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10882.0,4528.0,582.0,176.0,770.0,952.0,2825.0,1478.0,199.0,2386.0,476.0,0.0,208.0,106.0,51.0,243.0
06,013,06013,305000,06013305000,California,CA,Contra Costa,0.1974,0.0698,14145.0,0.4504,0.0822,0.32515432,0.21989708,0.19232465,0.49089506,0.11869639,0.15666666,0.0,0.1582,0.1053,0.00972222,0.7475,0.571,0.7337,0.834,0.788,0.3764,0.7583,0.6854,0.9167,0.8599,0.5066,0.6803,0.5947,0.6595,0.0,0.6189,0.685,0.6723,0.6002,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6480.0,2400.0,1277.0,197.0,1069.0,533.0,2107.0,1282.0,436.0,3181.0,692.0,376.0,0.0,362.0,241.0,63.0
06,013,06013,306001,06013306001,California,CA,Contra Costa,0.126,0.0884,19960.0,0.3668,0.1557,0.27590007,0.23026495,0.14868509,0.3152094,0.03786666,0.11687458,0.0,0.079,0.0617,0.02718589,0.5614,0.6995,0.5031,0.758,0.675,0.8139,0.5283,0.7434,0.8046,0.9225,0.3145,0.3647,0.3368,0.5771,0.0,0.4179,0.4636,0.8415,0.4609,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8166.0,3046.0,1003.0,322.0,1025.0,1272.0,2253.0,1686.0,441.0,2574.0,284.0,356.0,0.0,234.0,183.0,222.0
06,013,06013,306002,06013306002,California,CA,Contra Costa,0.0316,0.0641,21987.0,0.1016,0.1153,0.27899002,0.16293823,0.05882352,0.36034912,0.01602671,0.0,0.13204225,0.0308,0.0163,0.0,0.1026,0.5262,0.4319,0.288,0.291,0.6123,0.5466,0.3309,0.2788,0.3714,0.3701,0.1674,0.2651,0.0,0.8832,0.1732,0.1016,0.0,0.1213,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.0,1136.0,101.0,97.0,311.0,370.0,895.0,488.0,65.0,1156.0,48.0,0.0,150.0,34.0,18.0,0.0
06,013,06013,307101,06013307101,California,CA,Contra Costa,0.0617,0.0378,23421.0,0.2316,0.1015,0.27864055,0.15628699,0.06311637,0.30564933,0.02557423,0.12005191,0.0045425,0.0241,0.0704,0.0,0.2886,0.2496,0.3834,0.582,0.344,0.5243,0.5447,0.2923,0.3148,0.3299,0.3016,0.2692,0.2807,0.584,0.5745,0.1289,0.5189,0.0,0.284,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.0,1541.0,273.0,87.0,392.0,451.0,1238.0,660.0,96.0,1358.0,108.0,185.0,7.0,37.0,108.0,0.0
06,013,06013,307102,06013307102,California,CA,Contra Costa,0.1502,0.0775,17163.0,0.2461,0.1044,0.29912315,0.2136196,0.16569428,0.45336787,0.06310995,0.11281489,0.0,0.1157,0.1064,0.0,0.6329,0.6278,0.6069,0.604,0.66,0.5422,0.6442,0.6442,0.8548,0.8383,0.4676,0.4999,0.4855,0.5674,0.0,0.5253,0.6879,0.0,0.2783,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5018.0,1826.0,748.0,170.0,761.0,524.0,1501.0,985.0,284.0,2275.0,291.0,206.0,0.0,199.0,183.0,0.0
06,013,06013,307201,06013307201,California,CA,Contra Costa,0.1625,0.0674,14842.0,0.3088,0.0855,0.35358204,0.1955081,0.13469827,0.54506437,0.07226705,0.21661409,0.0,0.1675,0.0929,0.00330141,0.6648,0.5522,0.7058,0.695,0.705,0.4045,0.8655,0.5263,0.7502,0.7697,0.556,0.5356,0.5471,0.7421,0.0,0.6346,0.6386,0.4872,0.5428,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,951.0,488.0,77.0,345.0,259.0,1071.0,531.0,125.0,1651.0,197.0,206.0,0.0,155.0,86.0,10.0
06,013,06013,307202,06013307202,California,CA,Contra Costa,0.2043,0.0836,13527.0,0.3243,0.0385,0.37013131,0.22258633,0.20468227,0.66792788,0.09679858,0.25230202,0.0,0.2456,0.1271,0.0,0.7611,0.6696,0.7615,0.714,0.793,0.0743,0.9115,0.7022,0.9368,0.8078,0.6656,0.6223,0.6479,0.7832,0.0,0.7474,0.7569,0.0,0.455,0.704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4493.0,1629.0,906.0,165.0,625.0,173.0,1663.0,883.0,306.0,3001.0,384.0,411.0,0.0,369.0,191.0,0.0
06,001,06001,400800,06001400800,California,CA,Alameda,0.2022,0.1166,18137.0,0.2687,0.1119,0.22126522,0.24643649,0.13313609,0.78259578,0.03367957,0.14394993,0.0,0.1456,0.2259,0.03059103,0.757,0.8341,0.5686,0.638,0.763,0.591,0.2538,0.8189,0.7448,0.6977,0.7619,0.3375,0.5516,0.6376,0.0,0.5923,0.9076,0.8614,0.7559,0.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3367.0,1438.0,672.0,193.0,548.0,377.0,745.0,778.0,180.0,2635.0,107.0,207.0,0.0,198.0,307.0,103.0
06,001,06001,400900,06001400900,California,CA,Alameda,0.1936,0.0939,16698.0,0.396,0.1086,0.22629222,0.33462699,0.17941454,0.79039479,0.02285467,0.08105646,0.0,0.1057,0.2209,0.004477,0.7388,0.73,0.6271,0.787,0.787,0.5705,0.2757,0.9828,0.8909,0.8537,0.7674,0.2422,0.5073,0.4919,0.0,0.5013,0.9037,0.5381,0.5113,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2457.0,1098.0,474.0,118.0,401.0,267.0,556.0,776.0,190.0,1942.0,53.0,89.0,0.0,111.0,232.0,11.0
06,001,06001,401000,06001401000,California,CA,Alameda,0.3072,0.1021,17539.0,0.1507,0.1152,0.26064109,0.26319716,0.22719374,0.90663864,0.07162842,0.04767676,0.00767676,0.0978,0.2857,0.0059555,0.8999,0.7745,0.5917,0.428,0.729,0.6117,0.452,0.8818,0.9617,0.9283,0.8645,0.532,0.7087,0.3957,0.6383,0.4804,0.9452,0.5857,0.7738,0.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5709.0,2475.0,1754.0,262.0,1163.0,658.0,1488.0,1411.0,523.0,5176.0,384.0,118.0,19.0,225.0,657.0,34.0
06,001,06001,401100,06001401100,California,CA,Alameda,0.2036,0.0578,21261.0,0.3603,0.0583,0.16521088,0.23651452,0.09462915,0.65185924,0.07028008,0.25747915,0.0,0.0731,0.2539,0.0067382,0.7586,0.4723,0.4543,0.75,0.649,0.1943,0.1071,0.7761,0.5448,0.305,0.6503,0.5266,0.5903,0.7899,0.0,0.3968,0.9262,0.6082,0.6403,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4007.0,2039.0,814.0,150.0,433.0,234.0,662.0,912.0,185.0,2612.0,271.0,525.0,0.0,142.0,493.0,27.0
06,001,06001,401200,06001401200,California,CA,Alameda,0.1106,0.0615,28177.0,0.2883,0.0934,0.13910422,0.1535326,0.07879295,0.374677,0.00996376,0.11570247,0.0,0.0126,0.1132,0.02497846,0.5138,0.5037,0.2674,0.666,0.491,0.4641,0.0751,0.2786,0.4322,0.1304,0.3849,0.0928,0.2311,0.5734,0.0,0.0624,0.7113,0.8295,0.4106,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322.0,1210.0,257.0,93.0,147.0,217.0,323.0,339.0,94.0,870.0,22.0,140.0,0.0,15.0,134.0,58.0
06,001,06001,401300,06001401300,California,CA,Alameda,0.4021,0.1206,15455.0,0.3926,0.1654,0.16541095,0.34633385,0.11456023,0.81438356,0.11828344,0.58068872,0.0,0.1607,0.4684,0.11335616,0.9628,0.8474,0.6794,0.784,0.886,0.8459,0.1073,0.9874,0.6605,0.7964,0.7826,0.6787,0.742,0.9528,0.0,0.623,0.989,0.9619,0.9184,0.893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,2920.0,1481.0,1089.0,144.0,602.0,483.0,483.0,888.0,155.0,2378.0,328.0,860.0,0.0,219.0,638.0,331.0
06,001,06001,401400,06001401400,California,CA,Alameda,0.4974,0.2082,8916.0,0.4132,0.0927,0.32885624,0.2910617,0.23744911,0.94102833,0.13407441,0.15526472,0.00832837,0.1754,0.344,0.06652675,0.9889,0.9741,0.9344,0.803,0.975,0.4602,0.7751,0.9445,0.9717,0.9822,0.9016,0.7117,0.8189,0.6564,0.6471,0.6486,0.9697,0.9361,0.9749,0.991,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,4765.0,1681.0,2365.0,333.0,1171.0,442.0,1567.0,1283.0,350.0,4484.0,591.0,261.0,14.0,261.0,512.0,317.0
06,001,06001,401500,06001401500,California,CA,Alameda,0.3512,0.2735,14471.0,0.2985,0.0849,0.31807602,0.25260869,0.16344086,0.92435996,0.04347826,0.23822975,0.0,0.1433,0.4039,0.0,0.9343,0.9917,0.7212,0.684,0.902,0.3991,0.7299,0.842,0.849,0.8969,0.88,0.4015,0.6439,0.7684,0.0,0.5882,0.9802,0.0,0.4751,0.766,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2578.0,1062.0,894.0,290.0,395.0,219.0,820.0,581.0,152.0,2383.0,100.0,253.0,0.0,132.0,372.0,0.0
06,001,06001,401600,06001401600,California,CA,Alameda,0.4088,0.2655,11905.0,0.2417,0.0854,0.26244343,0.28268765,0.25675675,0.90328054,0.15375302,0.125,0.0,0.2378,0.2565,0.13914027,0.9654,0.9904,0.8296,0.598,0.914,0.4031,0.4614,0.9299,0.9833,0.8767,0.8612,0.7505,0.8179,0.5944,0.0,0.7351,0.9279,0.9681,0.8319,0.924,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,1768.0,632.0,715.0,192.0,375.0,151.0,464.0,467.0,133.0,1597.0,254.0,79.0,0.0,127.0,137.0,246.0
06,001,06001,401700,06001401700,California,CA,Alameda,0.3361,0.105,14146.0,0.5116,0.0452,0.32013574,0.22215568,0.17929759,0.90780542,0.12275449,0.09400324,0.00972447,0.1833,0.2962,0.05486425,0.9228,0.7884,0.7335,0.874,0.899,0.1076,0.7373,0.699,0.8906,0.7132,0.8659,0.6899,0.7883,0.5235,0.6633,0.6609,0.9506,0.9236,0.9572,0.898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1768.0,617.0,587.0,83.0,415.0,80.0,566.0,371.0,97.0,1605.0,205.0,58.0,6.0,99.0,160.0,97.0
06,001,06001,401800,06001401800,California,CA,Alameda,0.4571,0.1703,18892.0,0.4297,0.0954,0.33640329,0.35649867,0.29022556,0.97527872,0.07904509,0.16368286,0.01278772,0.2041,0.4393,0.00096946,0.9829,0.9449,0.5392,0.817,0.889,0.4794,0.8055,0.9904,0.9926,0.994,0.9526,0.5633,0.7704,0.6722,0.6869,0.6932,0.9856,0.3363,0.8774,0.948,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2063.0,782.0,943.0,107.0,392.0,197.0,694.0,672.0,193.0,2012.0,149.0,128.0,10.0,138.0,297.0,2.0
06,001,06001,401900,06001401900,California,CA,Alameda,0.069,0.0888,15975.0,0.0,0.0865,0.29234629,0.24761904,0.12334801,0.78544542,0.0802721,0.05533596,0.07114624,0.2391,0.113,0.0,0.3285,0.7019,0.6561,0.0,0.405,0.4137,0.6108,0.8247,0.7039,0.7735,0.7634,0.5671,0.672,0.4221,0.8085,0.7371,0.7107,0.0,0.6176,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,253.0,55.0,35.0,136.0,69.0,233.0,182.0,28.0,626.0,59.0,14.0,18.0,55.0,26.0,0.0
06,001,06001,402000,06001402000,California,CA,Alameda,0.2,0.0,17492.0,0.4513,0.08,0.16,0.72,0.0,0.92,0.0,0.0,0.0,0.3,0.4,0.0,0.7525,0.0,0.5942,0.835,0.567,0.3594,0.0977,0.9997,0.0,0.2216,0.876,0.0,0.4366,0.0,0.0,0.8007,0.9795,0.0,0.278,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,25.0,10.0,5.0,0.0,0.0,2.0,4.0,18.0,0.0,23.0,0.0,0.0,0.0,3.0,4.0,0.0
06,001,06001,402100,06001402100,California,CA,Alameda,0.5206,0.2543,8605.0,0.1115,0.0786,0.33942766,0.30862068,0.33003952,1.0,0.03706896,0.58839406,0.0,0.1066,0.56,0.00556438,0.9914,0.9887,0.9432,0.321,0.878,0.3495,0.8153,0.966,0.9972,0.9775,0.9961,0.3586,0.6864,0.9542,0.0,0.503,0.9927,0.5754,0.7657,0.884,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,1258.0,741.0,655.0,132.0,190.0,99.0,427.0,358.0,167.0,1258.0,43.0,436.0,0.0,48.0,252.0,7.0
06,001,06001,402200,06001402200,California,CA,Alameda,0.338,0.2578,9436.0,0.1548,0.1051,0.37675233,0.27648578,0.20761904,0.94918224,0.10981912,0.18780096,0.0,0.2425,0.4834,0.00700934,0.9249,0.9891,0.9163,0.436,0.884,0.5471,0.9297,0.9152,0.9422,0.9963,0.9135,0.6564,0.7963,0.7068,0.0,0.7421,0.9896,0.615,0.7776,0.928,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1712.0,623.0,573.0,172.0,345.0,180.0,645.0,428.0,109.0,1625.0,170.0,117.0,0.0,139.0,277.0,12.0
06,001,06001,402300,06001402300,California,CA,Alameda,0.1466,0.09,21103.0,0.0667,0.2324,0.14285714,0.44587628,0.0988372,0.94188861,0.02319587,0.12790697,0.0,0.0232,0.2209,0.0,0.623,0.7078,0.4596,0.167,0.493,0.9577,0.0793,0.9978,0.5729,0.8,0.9026,0.2454,0.5758,0.6014,0.0,0.1232,0.9037,0.0,0.2311,0.538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,413.0,172.0,60.0,20.0,49.0,96.0,59.0,173.0,17.0,389.0,9.0,22.0,0.0,4.0,38.0,0.0
06,001,06001,402400,06001402400,California,CA,Alameda,0.2857,0.1329,12365.0,0.0568,0.1727,0.26674277,0.38662316,0.18900675,0.99238964,0.0698619,0.39721254,0.0,0.1687,0.4346,0.01217656,0.8801,0.8821,0.812,0.133,0.734,0.8675,0.4844,0.995,0.9118,0.993,0.9849,0.5253,0.7671,0.8904,0.0,0.6375,0.9853,0.709,0.8312,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2628.0,1148.0,748.0,115.0,586.0,454.0,701.0,948.0,196.0,2608.0,172.0,456.0,0.0,177.0,456.0,32.0
06,001,06001,402500,06001402500,California,CA,Alameda,0.4429,0.1788,10146.0,0.0351,0.0519,0.34749262,0.26405228,0.24873096,0.93569321,0.08431372,0.35488505,0.0,0.1317,0.3967,0.08200589,0.9793,0.9549,0.8923,0.062,0.788,0.1506,0.8429,0.8837,0.9788,0.9113,0.8939,0.5813,0.7485,0.8683,0.0,0.5675,0.9791,0.9486,0.8746,0.888,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1695.0,696.0,745.0,117.0,252.0,88.0,589.0,404.0,147.0,1586.0,129.0,247.0,0.0,81.0,244.0,139.0
